이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
초량화성갈비,부산광역시 동래구 명륜동 553-5,3,12:00,,,,,,,,,,,,
초량화성갈비,부산광역시 동래구 명륜동 553-5,4,12:00,,,,,,,,,,,,
초량화성갈비,부산광역시 동래구 명륜동 553-5,5,12:00,,,,,,,,,,,,
초량화성갈비,부산광역시 동래구 명륜동 553-5,6,12:00,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,0,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,1,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,2,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,3,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,4,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,5,,,,,,,,,,,,,
림스치킨,부산광역시 동래구 명륜동 553-6,6,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,0,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,1,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,2,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,3,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,4,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,5,,,,,,,,,,,,,
밀회관 동래점,부산광역시 동래구 명륜동 553-62,6,,,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,0,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,1,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,2,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,3,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,4,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,5,17:00,2:00,,,,,,,,,,,
야끼야끼,부산광역시 동래구 명륜동 553-66,6,17:00,2:00,,,,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,0,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,1,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,2,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,3,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,4,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,5,17:00,1:00,,,0:30,,,,,,,,
일동실비 동래점,부산광역시 동래구 명륜동 553-66,6,17:00,1:00,,,0:30,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,0,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,1,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,2,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,3,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,4,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,5,15:00,2:00,,,1:00,,,,,,,,
김금자숯불갈비 동래 직영점,부산광역시 동래구 명륜동 554-10,6,15:00,2:00,,,1:00,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,0,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,1,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,2,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,3,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,4,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,5,16:30,0:00,,,,,,,,,,,
그양양꼬치,부산광역시 동래구 명륜동 554-15,6,16:30,0:00,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,0,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,1,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,2,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,3,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,4,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,5,,,,,,,,,,,,,
하남돼지집,부산광역시 동래구 명륜동 554-18,6,,,,,,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,0,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,1,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,2,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,3,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,4,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,5,16:00,0:30,,,23:40,,,,,,,,
83해치 동래점,부산광역시 동래구 명륜동 554-6,6,16:00,0:30,,,23:40,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,0,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,1,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,2,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,3,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,4,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,5,13:30,2:00,,,1:00,,,,,,,,
모토이시 동래점,부산광역시 동래구 명륜동 555-10,6,13:30,2:00,,,1:00,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,0,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,1,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,2,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,3,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,4,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,5,16:00,23:00,,,,,,,,,,,
봉봉숯불생고기,부산광역시 동래구 명륜동 555-2,6,16:00,23:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,0,14:00,0:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,1,14:00,0:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,2,14:00,0:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,3,14:00,0:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,4,14:00,0:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,5,14:00,1:00,,,,,,,,,,,
청춘삼겹,부산광역시 동래구 명륜동 555-4,6,14:00,1:00,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,0,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,1,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,2,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,3,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,4,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,5,,,,,,,,,,,,,
고기굽는남자,부산광역시 동래구 명륜동 557-10,6,,,,,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,0,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,1,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,2,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,3,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,4,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,5,11:30,1:00,14:30,17:30,,,,,,,,,
동래옥탑,부산광역시 동래구 명륜동 557-12,6,11:30,1:00,14:30,17:30,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,0,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,1,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,2,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,3,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,4,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,5,,,,,,,,,,,,,
생마차,부산광역시 동래구 명륜동 557-6,6,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,0,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,1,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,2,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,3,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,4,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,5,,,,,,,,,,,,,
술취한문어,부산광역시 동래구 명륜동 557-7,6,,,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,0,16:00,3:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,1,16:30,2:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,2,16:30,2:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,3,16:30,2:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,4,16:30,2:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,5,16:30,2:00,,,,,,,,,,,
육회의전당 동래점,부산광역시 동래구 명륜동 557-7,6,16:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,0,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,1,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,2,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,3,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,4,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,5,15:00,3:00,,,,,,,,,,,
제주명란돼지1,부산광역시 동래구 명륜동 557-9,6,15:00,3:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,0,16:00,0:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,1,16:00,0:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,2,16:00,0:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,3,16:00,0:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,4,16:00,0:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,5,16:00,1:00,,,,,,,,,,,
동래양꼬치,부산광역시 동래구 명륜동 558-9,6,16:00,1:00,,,,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,0,,,,,,TRUE,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,1,17:00,2:00,,,1:00,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,2,17:00,2:00,,,1:00,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,3,17:00,2:00,,,1:00,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,4,17:00,2:00,,,1:00,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,5,17:00,2:00,,,1:00,,,,,,,,
진이자카야,부산광역시 동래구 명륜동 559-10,6,17:00,2:00,,,1:00,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,0,17:00,0:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,1,17:00,0:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,2,17:00,0:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,3,17:00,0:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,4,17:00,0:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,5,17:00,2:00,,,,,,,,,,,
쭈닭,부산광역시 동래구 명륜동 559-12,6,17:00,2:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,0,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,1,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,2,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,3,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,4,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,5,16:00,3:00,,,,,,,,,,,
조선칼국수통막걸리,부산광역시 동래구 명륜동 559-13,6,16:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,0,17:00,1:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,1,17:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,2,17:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,3,17:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,4,17:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,5,17:00,3:00,,,,,,,,,,,
미식가의연어 동래점,부산광역시 동래구 명륜동 559-18,6,17:00,3:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,0,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,1,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,2,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,3,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,4,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,5,16:00,2:00,,,,,,,,,,,
더83비프,부산광역시 동래구 명륜동 559-19,6,16:00,2:00,,,,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,0,16:00,0:00,,,23:00,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,1,,,,,,TRUE,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,2,16:00,23:00,,,22:00,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,3,16:00,23:00,,,22:00,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,4,16:00,23:00,,,22:00,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,5,16:00,23:00,,,22:00,,,,,,,,
태영생막창 동래점,부산광역시 동래구 명륜동 559-24,6,16:00,0:00,,,23:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,0,,,,,,TRUE,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,1,18:00,1:00,,,0:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,2,18:00,1:00,,,0:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,3,18:00,1:00,,,0:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,4,18:00,1:00,,,0:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,5,18:00,1:00,,,0:00,,,,,,,,
몽萌중식주점,부산광역시 동래구 명륜동 559-26,6,18:00,1:00,,,0:00,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,0,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,1,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,2,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,3,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,4,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,5,10:40,22:00,,,,,,,,,,,
좋아중식당,부산광역시 동래구 명륜동 559-30,6,10:40,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,0,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,1,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,2,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,3,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,4,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,5,11:00,22:00,,,,,,,,,,,
우향,부산광역시 동래구 명륜동 559-5,6,11:00,22:00,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,0,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,1,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,2,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,3,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,4,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,5,,,,,,,,,,,,,
맘스터치동래메가점,부산광역시 동래구 명륜동 560-6,6,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,0,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,1,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,2,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,3,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,4,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,5,,,,,,,,,,,,,
삼사오 동래점,부산광역시 동래구 명륜동 561-23,6,,,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,0,19:30,3:00,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,1,19:30,2:30,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,2,19:30,2:30,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,3,19:30,2:30,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,4,19:30,2:30,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,5,19:30,2:30,,,,,,,,,,,
글램,부산광역시 동래구 명륜동 564-12,6,19:30,3:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,0,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,1,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,2,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,3,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,4,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,5,11:00,22:00,,,,,,,,,,,
금빛코다리 동래점,부산광역시 동래구 명륜동 564-15,6,11:00,22:00,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,0,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,1,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,2,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,3,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,4,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,5,12:00,23:30,,,,,,,,,,,
삼다진족,부산광역시 동래구 명륜동 564-15,6,12:00,23:30,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,0,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,1,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,2,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,3,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,4,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,5,,,,,,,,,,,,,
두끼부산 동래점,부산광역시 동래구 명륜동 564-29,6,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,0,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,1,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,2,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,3,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,4,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,5,,,,,,,,,,,,,
동래블루스,부산광역시 동래구 명륜동 564-9,6,,,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,0,,,,,,TRUE,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,1,17:00,0:00,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,2,17:00,0:00,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,3,17:00,0:00,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,4,17:00,0:00,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,5,17:00,0:00,,,,,,,,,,,
동래이층,부산광역시 동래구 명륜동 564-9,6,17:00,0:00,,,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,0,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,1,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,2,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,3,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,4,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,5,12:00,22:30,15:00,16:30,,,,,,,,,
산성식육점,부산광역시 동래구 명륜동 564-9,6,12:00,22:30,15:00,16:30,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,0,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,1,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,2,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,3,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,4,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,5,,,,,,,,,,,,,
상무초밥부산 동래점,부산광역시 동래구 명륜동 568-6,6,,,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,0,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,1,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,2,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,3,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,4,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,5,11:00,3:00,,,,,,,,,,,
유명진의육미정담,부산광역시 동래구 명륜동 568-6,6,11:00,3:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,0,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,1,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,2,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,3,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,4,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,5,11:00,23:00,,,,,,,,,,,
더바른식당 동래점,부산광역시 동래구 명륜동 569-1,6,11:00,23:00,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,0,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,1,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,2,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,3,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,4,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,5,,,,,,,,,,,,,
상구네돼지구이 동래점,부산광역시 동래구 명륜동 569-1,6,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,0,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,1,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,2,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,3,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,4,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,5,,,,,,,,,,,,,
석암생소금구이부산 동래점,부산광역시 동래구 명륜동 569-1,6,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,0,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,1,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,2,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,3,,,,,,,,,,,,,
