이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,4,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,5,,,,,,,,,,,,,
샤브향 동래점,부산광역시 동래구 명륜동 569-10,6,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,0,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,1,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,2,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,3,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,4,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,5,,,,,,,,,,,,,
꽃돼지식당,부산광역시 동래구 명륜동 569-12,6,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,0,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,1,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,2,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,3,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,4,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,5,,,,,,,,,,,,,
조마루감자탕식당,부산광역시 동래구 명륜동 569-15,6,,,,,,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,0,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,1,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,2,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,3,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,4,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,5,17:00,0:00,,,23:00,,,,,,,,
징기스 하나비 동래점,부산광역시 동래구 명륜동 569-5,6,17:00,0:00,,,23:00,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,0,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,1,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,2,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,3,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,4,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,5,11:40,22:30,14:30,16:30,,,,,,,,,
영남식육식당 동래점,부산광역시 동래구 명륜동 570,6,11:40,22:30,14:30,16:30,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,0,,,,,,TRUE,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,1,17:00,0:00,,,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,2,17:00,0:00,,,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,3,17:00,0:00,,,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,4,17:00,0:00,,,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,5,17:00,0:00,,,,,,,,,,,
아재빈대떡,부산광역시 동래구 명륜동 584-1,6,17:00,0:00,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,0,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,1,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,2,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,3,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,4,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,5,10:40,21:30,,,,,,,,,,,
내공초밥동래 직영점,부산광역시 동래구 명륜동 614-3,6,10:40,21:30,,,,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,0,11:30,23:00,15:00,17:00,22:00,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,1,,,,,,TRUE,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,2,11:30,23:00,15:00,17:00,22:00,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,3,11:30,23:00,15:00,17:00,22:00,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,4,11:30,23:00,15:00,17:00,22:00,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,5,11:30,23:00,15:00,17:00,22:00,,,,,,,,
오노고로,부산광역시 동래구 명륜동 616-1,6,11:30,23:00,15:00,17:00,22:00,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,0,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,1,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,2,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,3,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,4,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,5,,,,,,,,,,,,,
7번가피자 동래점,부산광역시 동래구 명륜동 637-5,6,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,0,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,1,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,2,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,3,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,4,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,5,,,,,,,,,,,,,
프랭크버거부산명륜점,부산광역시 동래구 명륜동 637-5,6,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,0,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,1,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,2,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,3,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,4,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,5,,,,,,,,,,,,,
유나커피.맥주,부산광역시 동래구 명륜동 638-19,6,,,,,,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,0,11:00,22:00,,,21:10,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,1,11:00,22:00,,,21:10,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,2,,,,,,TRUE,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,3,11:00,22:00,,,21:10,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,4,11:00,22:00,,,21:10,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,5,11:00,22:00,,,21:10,,,,,,,,
동래안집숯불갈비,부산광역시 동래구 명륜동 644-4,6,11:00,22:00,,,21:10,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,0,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,1,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,2,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,3,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,4,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,5,,,,,,,,,,,,,
이대로에프앤비,부산광역시 동래구 명륜동 644-4,6,,,,,,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,0,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,1,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,2,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,3,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,4,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,5,11:00,22:00,,,21:00,,,,,,,,
고고365,부산광역시 동래구 명륜동 644-8,6,11:00,22:00,,,21:00,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,0,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,1,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,2,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,3,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,4,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,5,,,,,,,,,,,,,
교촌치킨명륜점,부산광역시 동래구 명륜동 644-9,6,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,0,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,1,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,2,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,3,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,4,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,5,,,,,,,,,,,,,
아웃백딜리버리부산명륜점,부산광역시 동래구 명륜동 644-9,6,,,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,0,17:00,1:00,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,1,,,,,,TRUE,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,2,17:00,1:00,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,3,17:00,1:00,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,4,17:00,1:00,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,5,17:00,1:00,,,,,,,,,,,
유안집,부산광역시 동래구 명륜동 651-4,6,17:00,1:00,,,,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,0,,,,,,TRUE,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,1,11:00,21:00,,,20:00,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,2,11:00,21:00,,,20:00,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,3,11:00,21:00,,,20:00,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,4,11:00,21:00,,,20:00,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,5,11:00,21:00,,,20:00,,,,,,,,
로드사이드,부산광역시 동래구 명륜동 65-34,6,11:00,21:00,,,20:00,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,0,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,1,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,2,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,3,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,4,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,5,18:00,1:00,,,,,,,,,,,
오시게크래프트,부산광역시 동래구 명륜동 669-11,6,18:00,1:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,0,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,1,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,2,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,3,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,4,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,5,10:30,21:00,,,,,,,,,,,
더라온,부산광역시 동래구 명륜동 669-14,6,10:30,21:00,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,0,11:00,2:50,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,1,16:30,1:00,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,2,16:30,1:00,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,3,16:30,1:00,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,4,,,,,,TRUE,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,5,16:00,1:50,,,,,,,,,,,
최고의맛&가성비귀족향1등 본점,부산광역시 동래구 명륜동 669-17,6,11:00,2:50,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,0,,,,,,TRUE,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,1,17:00,23:00,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,2,17:00,23:00,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,3,17:00,23:00,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,4,17:00,23:00,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,5,17:00,23:00,,,,,,,,,,,
오다,부산광역시 동래구 명륜동 671-13,6,17:00,23:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,0,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,1,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,2,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,3,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,4,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,5,10:30,21:00,,,,,,,,,,,
명륜고려삼계탕,부산광역시 동래구 명륜동 671-7,6,10:30,21:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,0,,,,,,TRUE,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,1,9:30,0:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,2,9:30,0:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,3,9:30,0:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,4,9:30,0:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,5,9:30,0:00,,,,,,,,,,,
고은날칼국수,부산광역시 동래구 명륜동 672-13,6,9:30,0:00,,,,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,0,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,1,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,2,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,3,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,4,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,5,11:00,20:00,,,19:40,,,,,,,,
만옥당,부산광역시 동래구 명륜동 672-18,6,11:00,20:00,,,19:40,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,0,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,1,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,2,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,3,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,4,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,5,16:00,1:00,,,,,,,,,,,
화계숯불구이,부산광역시 동래구 명륜동 672-19,6,16:00,1:00,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,0,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,1,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,2,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,3,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,4,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,5,,,,,,,,,,,,,
비비큐부산명륜점,부산광역시 동래구 명륜동 673-12,6,,,,,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,0,,,,,,TRUE,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,1,11:00,20:00,15:00,16:00,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,2,11:00,20:00,15:00,16:00,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,3,11:00,20:00,15:00,16:00,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,4,11:00,20:00,15:00,16:00,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,5,11:00,20:00,15:00,16:00,,,,,,,,,
용감한식당 동래점,부산광역시 동래구 명륜동 673-8,6,11:00,20:00,15:00,16:00,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,0,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,1,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,2,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,3,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,4,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,5,,,,,,,,,,,,,
굽네치킨명륜점,부산광역시 동래구 명륜동 676-101,6,,,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,0,,,,,,TRUE,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,1,17:30,0:00,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,2,17:30,0:00,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,3,17:30,0:00,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,4,17:30,0:00,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,5,17:30,0:00,,,,,,,,,,,
달달술잔,부산광역시 동래구 명륜동 676-15,6,17:30,0:00,,,,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,0,,,,,,TRUE,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,1,10:50,20:30,15:00,17:00,20:00,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,2,10:50,20:30,15:00,17:00,20:00,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,3,10:50,20:30,15:00,17:00,20:00,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,4,10:50,20:30,15:00,17:00,20:00,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,5,10:50,20:30,15:00,17:00,20:00,,,,,,,,
크루아타이,부산광역시 동래구 명륜동 676-25,6,10:50,20:30,15:00,17:00,20:00,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,0,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,1,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,2,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,3,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,4,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,5,,,,,,,,,,,,,
미스터피자 동래점,부산광역시 동래구 명륜동 676-96,6,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,0,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,1,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,2,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,3,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,4,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,5,,,,,,,,,,,,,
노마진두마리치킨명륜점,부산광역시 동래구 명륜동 67-8,6,,,,,,,,,,,,,
여섯개장,부산광역시 동래구 명륜동 679-6,0,10:00,20:00,,,,,,,,,,,
여섯개장,부산광역시 동래구 명륜동 679-6,1,10:00,20:00,,,,,,,,,,,
여섯개장,부산광역시 동래구 명륜동 679-6,2,10:00,20:00,,,,,,,,,,,
여섯개장,부산광역시 동래구 명륜동 679-6,3,10:00,20:00,,,,,,,,,,,
여섯개장,부산광역시 동래구 명륜동 679-6,4,10:00,20:00,,,,,,,,,,,
