이름,상권업종소분류명,표준산업분류명,지번주소,건물명,도로명주소,층정보,호정보,경도,위도,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,비고
타임앤드플레이스,카페,커피 전문점,부산광역시 금정구 장전동 233-31,,부산광역시 금정구 부산대학로64번길 120,1,,129.0859099,35.23672918,월,1,10:00,19:00,,
천씨씨커피 남산점,카페,커피 전문점,부산광역시 금정구 남산동 332-4,,부산광역시 금정구 금강로 691,,,129.0888415,35.26921892,,,,,,
예다방,카페,커피 전문점,부산광역시 해운대구 좌동 912,,부산광역시 해운대구 좌동로91번길 52,,,129.1737272,35.17429364,,,,,,
만객당,카페,커피 전문점,부산광역시 연제구 연산동 1507-1,시청역삼정그린코아포레스트,부산광역시 연제구 거제천로 82,2,,129.0733118,35.18147075,,,,,,
카페곰,카페,커피 전문점,부산광역시 동래구 수안동 507,,부산광역시 동래구 명륜로94번길 40,1,,129.0841177,35.20402131,,,,,,
컴포즈커피 부산대북문점,카페,커피 전문점,부산광역시 금정구 장전동 152-7,동쪽일부,부산광역시 금정구 금강로335번길 35-1,1,,129.0844415,35.23771871,,,,,,
카페_느티나무,카페,커피 전문점,부산광역시 연제구 거제동 681-34,,부산광역시 연제구 해맞이로77번길 22,,,129.0675104,35.18123653,,,,,,
영커피 금정구청점,카페,커피 전문점,부산광역시 금정구 부곡동 64-23,퀸즈더블유장전역,부산광역시 금정구 부곡온천천로 190,,,129.0905686,35.24235302,,,,,,
컴포즈커피 보수사거리점,카페,커피 전문점,부산광역시 중구 부평동2가 78-5,,부산광역시 중구 흑교로 36-1,1,,129.0253811,35.10277178,,,,,,
푸릇,카페,기타 비알코올 음료점업,부산광역시 수영구 남천동 6-17,,부산광역시 수영구 광남로48번길 12,1,,129.112445,35.14638832,,,,,,
온리비커피 부산시청점,카페,커피 전문점,부산광역시 연제구 연산동 1492-26,,부산광역시 연제구 신촌로 14-3,1,,129.0768888,35.18271612,,,,,,
더리터 수안점,카페,커피 전문점,부산광역시 동래구 수안동 250-3,,부산광역시 동래구 명륜로 80-11,1,,129.0849802,35.20125794,,,,,,
온나드로잉카페,카페,커피 전문점,부산광역시 부산진구 전포동 683-15,,부산광역시 부산진구 전포대로209번길 39-8,2,,129.0628426,35.15505635,,,,,,
츄러스1500 보수점,카페,커피 전문점,부산광역시 중구 보수동1가 123-5,,부산광역시 중구 대청로53번길 6-1,,,129.0259227,35.10338454,,,,,,
롱블루LONGBLUE,카페,커피 전문점,부산광역시 북구 구포동 1213-20,,부산광역시 북구 시랑로 47,1,,129.0050263,35.20148233,,,,,,
공차부산 해운대구청점,카페,기타 비알코올 음료점업,부산광역시 해운대구 중동 1394-84,,부산광역시 해운대구 중동1로 26,1,,129.162102,35.16300324,,,,,,
카페94,카페,커피 전문점,부산광역시 강서구 송정동 1627-2,갑을녹산병원,부산광역시 강서구 녹산산단321로 24-8,1,,128.8533129,35.09056522,,,,,,
연운당,카페,기타 비알코올 음료점업,부산광역시 부산진구 전포동 687-12,,부산광역시 부산진구 서전로46번길 62-8,1,,129.0644451,35.1550741,,,,,,
메가엠지씨커피부산 신호점,카페,커피 전문점,부산광역시 강서구 신호동 217-1,,부산광역시 강서구 신호산단2로 33,1,,128.8777673,35.08594419,,,,,,
하이오커피 괴정역점,카페,커피 전문점,부산광역시 사하구 괴정동 955-2,,부산광역시 사하구 사하로 184,1,,128.9941369,35.09815319,,,,,,
하이오 동구청점,카페,커피 전문점,부산광역시 동구 수정동 305-4,,부산광역시 동구 고관로 99,,,129.0454967,35.12795508,,,,,,
까를로커피,카페,커피 전문점,부산광역시 동래구 안락동 305-1,,부산광역시 동래구 충렬대로433번길 11,1,,129.1057302,35.19700577,,,,,,
커피엔,카페,커피 전문점,부산광역시 연제구 연산동 768-9,,부산광역시 연제구 고분로20번가길 9,1,,129.0844602,35.1847758,,,,,,
커피1선,카페,커피 전문점,부산광역시 해운대구 재송동 1076-17,센텀골드리치,부산광역시 해운대구 재송1로26번길 33,1,,129.122357,35.18626209,,,,,,
쌈지,카페,기타 비알코올 음료점업,부산광역시 사상구 감전동 121-41,,부산광역시 사상구 새벽로 180,2,,128.9837241,35.15710807,,,,,,
블랙업커피롯데광복,카페,커피 전문점,부산광역시 중구 중앙동7가 20-1,롯데백화점,부산광역시 중구 중앙대로 2,1,,129.0367073,35.0983104,,,,,,
다담,카페,커피 전문점,부산광역시 금정구 금사동 30-27,,부산광역시 금정구 사천로3번길 2,1,,129.1132963,35.22334955,,,,,,
달리는커피부산 신호점,카페,커피 전문점,부산광역시 강서구 신호동 218-3,,부산광역시 강서구 신호산단4로 50,,,128.8784241,35.08542033,,,,,,
지상의주민들,카페,커피 전문점,부산광역시 수영구 망미동 815-18,,부산광역시 수영구 망미로22번길 118,1,,129.0983428,35.17143322,,,,,,
끄티봉래,카페,커피 전문점,부산광역시 영도구 봉래동2가 115,,부산광역시 영도구 대교로46번길 46,8,,129.0427126,35.09509127,,,,,,
점프 당감점,카페,커피 전문점,부산광역시 부산진구 당감동 649-25,,부산광역시 부산진구 당감서로 121,1,,129.0333893,35.16905392,,,,,,
요거프레소 반여농산물점,카페,커피 전문점,부산광역시 해운대구 반여동 559,반여농산물도매시장,부산광역시 해운대구 수영강변대로 626,,,129.120933,35.2159257,,,,,,
세니콤마,카페,커피 전문점,부산광역시 사하구 하단동 61-1,,부산광역시 사하구 제석로 8,1,,128.9706336,35.10296244,,,,,,
아몽즈커피 몰운대점,카페,피자; 햄버거; 샌드위치 및 유사 음식점업,부산광역시 사하구 다대동 1014,,부산광역시 사하구 윤공단로75번길 43,1,,128.9658741,35.05863811,,,,,,
네로커피나라,카페,커피 전문점,부산광역시 금정구 장전동 222-1,,부산광역시 금정구 금강로 336,2,,129.0866643,35.23787865,,,,,,
스톤빈,카페,커피 전문점,부산광역시 연제구 연산동 1507-1,시청역삼정그린코아포레스트,부산광역시 연제구 거제천로 82,,,129.0733118,35.18147075,,,,,,
포레드샤,카페,커피 전문점,부산광역시 연제구 연산동 844-20,일부호,부산광역시 연제구 진남로 615,1,,129.0805032,35.17466081,,,,,,
온리비 동래점,카페,커피 전문점,부산광역시 동래구 명륜동 553-61,,부산광역시 동래구 명륜로139번길 39,1,,129.079826,35.20622185,,,,,,
카페드엘림,카페,커피 전문점,부산광역시 연제구 연산동 702-1,,부산광역시 연제구 중앙대로 1090,1,,129.081058,35.18479829,,,,,,
그레이코드,카페,커피 전문점,부산광역시 부산진구 전포동 364-2,,부산광역시 부산진구 동성로15번길 25,1,,129.0670385,35.15175865,,,,,,
이디야커피 장림점,카페,커피 전문점,부산광역시 사하구 장림동 325-70,,부산광역시 사하구 장림번영로 39-1,,,128.96972,35.08094325,,,,,,
로만,카페,커피 전문점,부산광역시 부산진구 부전동 168-92,,부산광역시 부산진구 중앙대로702번길 27,1,,129.0607559,35.15541629,,,,,,
카페스위트,카페,커피 전문점,부산광역시 연제구 연산동 821-6,비쥬빌오션타워,부산광역시 연제구 연수로 113-1,1,,129.0833202,35.17537836,,,,,,
펀스커피,카페,커피 전문점,부산광역시 금정구 금사동 104-9,아름다운강산병원,부산광역시 금정구 공단로 7,1,,129.1096724,35.21614055,,,,,,
맨리스커세권 기장대청점,카페,커피 전문점,부산광역시 기장군 기장읍 대라리 260-3,상가,부산광역시 기장군 기장읍 대청로 13,1,,129.2113859,35.23797909,,,,,,
커피퐁당,카페,커피 전문점,부산광역시 동래구 안락동 446-47,,부산광역시 동래구 충렬대로395번길 64,1,,129.1027712,35.19976066,,,,,,
컴포즈커피 공항덕두점,카페,커피 전문점,부산광역시 강서구 대저2동 1839-1,,부산광역시 강서구 공항앞길 6,,,128.9544798,35.1804555,,,,,,
케라떼 명지법원점,카페,커피 전문점,부산광역시 강서구 명지동 3599-3,삼정그린코아더베스트,부산광역시 강서구 명지국제3로 97,,,128.9110612,35.09850027,,,,,,
메가엠지씨커피 해운대중동이마트점,카페,커피 전문점,부산광역시 해운대구 중동 1768-5,센트럴메디타워,부산광역시 해운대구 좌동순환로 505,,,129.1682302,35.16566918,,,,,,
커피스토어서동점,카페,커피 전문점,부산광역시 금정구 서동 195-18,,부산광역시 금정구 서부로 11,,,129.1042355,35.21523494,,,,,,
모리커피 부산정관점,카페,커피 전문점,부산광역시 기장군 정관읍 매학리 718-4,마치빌딩,부산광역시 기장군 정관읍 정관로 560,,,129.1750849,35.32135136,,,,,,
베닝,카페,커피 전문점,부산광역시 서구 부민동3가 70-6,,부산광역시 서구 구덕로199번길 25,1,,129.0184334,35.1025092,,,,,,
스카이엔젤,카페,커피 전문점,부산광역시 강서구 범방동 1985-6,,부산광역시 강서구 범방5로 145,1,,128.8879512,35.16096398,,,,,,
제이크컴퍼니카페,카페,커피 전문점,부산광역시 사하구 하단동 534-6,,부산광역시 사하구 낙동대로 470,1,,128.9684667,35.10679165,,,,,,
카페;시하,카페,커피 전문점,부산광역시 해운대구 반송동 261-11,,부산광역시 해운대구 반송로828번길 26,1,,129.1492642,35.2272037,,,,,,
메가엠지씨커피 금정구청점,카페,커피 전문점,부산광역시 금정구 부곡동 64-23,퀸즈더블유장전역,부산광역시 금정구 부곡온천천로 190,,,129.0905686,35.24235302,,,,,,
카페는취미입니다만,카페,커피 전문점,부산광역시 사상구 괘법동 543-8,,부산광역시 사상구 광장로103번길 13,1,,128.9875321,35.16343497,,,,,,
오아시스,카페,커피 전문점,부산광역시 사상구 감전동 121-27,,부산광역시 사상구 새벽로 170,2,,128.9835278,35.15625516,,,,,,
라이트,카페,커피 전문점,부산광역시 부산진구 가야동 635-2,,부산광역시 부산진구 냉정로253번길 7,1,,129.0276582,35.15127986,,,,,,
컴포즈커피 대연사거리점,카페,커피 전문점,부산광역시 남구 대연동 1741-22,,부산광역시 남구 진남로 6,1,,129.0919812,35.13558716,,,,,,
쥬스홀릭,카페,기타 비알코올 음료점업,부산광역시 중구 신창동1가 16,,부산광역시 중구 광복로49번길 17,1,,129.0303533,35.10075106,,,,,,
블루샥 문현지게골점,카페,커피 전문점,부산광역시 남구 문현동 351-30,,부산광역시 남구 지게골로 50,1,,129.070588,35.13552216,,,,,,
바른커피,카페,커피 전문점,부산광역시 부산진구 부전동 396-3,,부산광역시 부산진구 새싹로 28,1,,129.0573552,35.16024126,,,,,,
하삼동커피 광안점,카페,커피 전문점,부산광역시 수영구 광안동 153-41,광안비취빌리지,부산광역시 수영구 광안로45번길 2,,,129.1173751,35.1554309,,,,,,
배치파이브,카페,커피 전문점,부산광역시 동래구 수안동 38-61,,부산광역시 동래구 온천천로337번길 82,1,,129.0875784,35.19724809,,,,,,
로타리다방,카페,기타 비알코올 음료점업,부산광역시 사하구 하단동 607-9,,부산광역시 사하구 동매로 44,,,128.9629775,35.10333903,,,,,,
아덴동남,카페,커피 전문점,부산광역시 강서구 명지동 616-160,,부산광역시 강서구 르노삼성대로 681-2,3,,128.9294443,35.10895125,,,,,,
리크커피,카페,커피 전문점,부산광역시 사하구 괴정동 947-1,,부산광역시 사하구 사하로197번길 6,2,,128.9930351,35.09928878,,,,,,
하삼동커피 문현동지점,카페,커피 전문점,부산광역시 남구 문현동 1234,베스티움,부산광역시 남구 고동골로 29,1,,129.0704566,35.13899388,,,,,,
일리터커피,카페,커피 전문점,부산광역시 남구 용호동 395-2,,부산광역시 남구 동명로 136,,,129.1116976,35.11958297,,,,,,
프맄커피,카페,커피 전문점,부산광역시 금정구 장전동 387-15,,부산광역시 금정구 금강로279번길 20,1,,129.0846078,35.23348947,"금, 토, 일",1,12:00,19:00,18:30,
시그마0.3,카페,커피 전문점,부산광역시 해운대구 우동 1549,해운대비스타동원,부산광역시 해운대구 해운대로 663,,,129.1618555,35.16571107,,,,,,
도피오커피 벡스코제2전시장점,카페,커피 전문점,부산광역시 해운대구 우동 1413-4,전시장,부산광역시 해운대구 APEC로 30,1,,129.1350262,35.16578158,,,,,,
투썸플레이스 동의대역점,카페,커피 전문점,부산광역시 부산진구 가야동 700,가야롯데캐슬골드아너,부산광역시 부산진구 가야대로 538,,,129.0315379,35.15330556,,,,,,
배러먼데이 서면동천로점,카페,커피 전문점,부산광역시 부산진구 부전동 117-9,,부산광역시 부산진구 동천로107번길 28,1,,129.060753,35.15834512,,,,,,
컴포즈커피 영도동삼점,카페,커피 전문점,부산광역시 영도구 동삼동 510-16,선프라자,부산광역시 영도구 와치로 252,1,,129.0690005,35.07535132,,,,,,
설빙 만덕점,카페,커피 전문점,부산광역시 북구 만덕동 268-3,온누리빌딩,부산광역시 북구 만덕2로44번길 46,2,,129.0350396,35.21058782,,,,,,
빽다방 해운대대동사거리점,카페,커피 전문점,부산광역시 해운대구 좌동 1288,대동타운,부산광역시 해운대구 대천로103번길 29,,,129.1713604,35.17649884,,,,,,
절영로93,카페,커피 전문점,부산광역시 영도구 영선동3가 20-2,,부산광역시 영도구 절영로 93,1,,129.0400081,35.08644049,,,,,,
카페라보르,카페,커피 전문점,부산광역시 남구 용호동 958,빌리브센트로,부산광역시 남구 분포로 61,1,,129.1118995,35.13122239,,,,,,
마지막커피,카페,커피 전문점,부산광역시 연제구 연산동 490-6,일부호,부산광역시 연제구 과정로 107,1,,129.1069756,35.18104277,,,,,,
도피오커피 벡스코오디토리움점,카페,커피 전문점,부산광역시 해운대구 우동 1500,일부호벡스코오디토리움,부산광역시 해운대구 APEC로 55,1,,129.1360119,35.16906239,,,,,,
팔레드7,카페,커피 전문점,부산광역시 해운대구 중동 1124-2,팔레드시즈,부산광역시 해운대구 해운대해변로298번길 24,,,129.1665817,35.16020173,,,,,,
어랏투고 거제홈타운점,카페,커피 전문점,부산광역시 연제구 거제동 1479,거제현대홈타운2차,부산광역시 연제구 법원북로 16,1,,129.0681263,35.19254454,,,,,,
일기장,카페,커피 전문점,부산광역시 수영구 남천동 558-21,,부산광역시 수영구 광안해변로 27-6,1,,129.1129986,35.13809706,,,,,,
스토리오브라망 동래구청점,카페,커피 전문점,부산광역시 동래구 복천동 380-10,,부산광역시 동래구 충렬대로237번길 92,1,,129.0840852,35.20532854,,,,,,
